date,store_id,sku_id,sku_name,category,unit_price,units_sold,revenue,promo_flag
2025-05-21,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,59,22420.0,0
2025-05-22,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,65,24700.0,0
2025-05-23,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,74,28120.0,0
2025-05-24,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,86,32680.0,0
2025-05-25,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,91,34580.0,0
2025-05-26,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,77,29260.0,0
2025-05-27,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,73,27740.0,0
2025-05-28,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,78,29640.0,0
2025-05-29,STR-DEMO-01,SKU-D001,Filter Coffee 250g,Beverages,380.0,82,31160.0,0
2025-03-01,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,85,4760.0,1
2025-03-02,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,89,4984.0,1
2025-03-03,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,61,3416.0,0
2025-03-04,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,66,3696.0,0
2025-03-05,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-03-06,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,70,3920.0,0
2025-03-07,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,65,3640.0,0
2025-03-08,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,82,4592.0,0
2025-03-09,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,83,4648.0,0
2025-03-10,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,72,4032.0,0
2025-03-11,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,89,4984.0,1
2025-03-12,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,67,3752.0,0
2025-03-13,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,88,4928.0,1
2025-03-14,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-03-15,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-03-16,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,69,3864.0,0
2025-03-17,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,46,2576.0,0
2025-03-18,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-03-19,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,51,2856.0,0
2025-03-20,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,44,2464.0,0
2025-03-21,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,46,2576.0,0
2025-03-22,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,60,3360.0,0
2025-03-23,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,59,3304.0,0
2025-03-24,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,47,2632.0,0
2025-03-25,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,47,2632.0,0
2025-03-26,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,64,3584.0,1
2025-03-27,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,55,3080.0,0
2025-03-28,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,50,2800.0,0
2025-03-29,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,67,3752.0,0
2025-03-30,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-03-31,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,64,3584.0,0
2025-04-01,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-04-02,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,69,3864.0,0
2025-04-03,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,55,3080.0,0
2025-04-04,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,57,3192.0,0
2025-04-05,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,74,4144.0,0
2025-04-06,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,85,4760.0,0
2025-04-07,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,60,3360.0,0
2025-04-08,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,69,3864.0,0
2025-04-09,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-04-10,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,61,3416.0,0
2025-04-11,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-04-12,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-04-13,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-04-14,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,49,2744.0,0
2025-04-15,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-04-16,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,57,3192.0,0
2025-04-17,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,48,2688.0,0
2025-04-18,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,50,2800.0,0
2025-04-19,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,59,3304.0,0
2025-04-20,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,58,3248.0,0
2025-04-21,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,49,2744.0,0
2025-04-22,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,55,3080.0,0
2025-04-23,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-04-24,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-04-25,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,48,2688.0,0
2025-04-26,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,72,4032.0,0
2025-04-27,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,73,4088.0,0
2025-04-28,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-04-29,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-04-30,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,71,3976.0,0
2025-05-01,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,65,3640.0,0
2025-05-02,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,63,3528.0,0
2025-05-03,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,81,4536.0,0
2025-05-04,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,76,4256.0,0
2025-05-05,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,65,3640.0,0
2025-05-06,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-05-07,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-05-08,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,54,3024.0,0
2025-05-09,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,56,3136.0,0
2025-05-10,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,64,3584.0,0
2025-05-11,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,59,3304.0,0
2025-05-12,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,52,2912.0,0
2025-05-13,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,53,2968.0,0
2025-05-14,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,47,2632.0,0
2025-05-15,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,57,3192.0,0
2025-05-16,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,48,2688.0,0
2025-05-17,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,59,3304.0,0
2025-05-18,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,53,2968.0,0
2025-05-19,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,61,3416.0,1
2025-05-20,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,56,3136.0,0
2025-05-21,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,54,3024.0,0
2025-05-22,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,53,2968.0,0
2025-05-23,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,50,2800.0,0
2025-05-24,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,75,4200.0,0
2025-05-25,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,65,3640.0,0
2025-05-26,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,59,3304.0,0
2025-05-27,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,62,3472.0,0
2025-05-28,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,66,3696.0,0
2025-05-29,STR-DEMO-01,SKU-D002,Toned Milk 1L,Dairy,56.0,65,3640.0,0
2025-03-01,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,91,25480.0,0
2025-03-02,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,95,26600.0,0
2025-03-03,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,70,19600.0,0
2025-03-04,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,70,19600.0,0
2025-03-05,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,88,24640.0,0
2025-03-06,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,84,23520.0,0
2025-03-07,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,108,30240.0,1
2025-03-08,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,106,29680.0,0
2025-03-09,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,102,28560.0,0
2025-03-10,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,78,21840.0,0
2025-03-11,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,82,22960.0,0
2025-03-12,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,82,22960.0,0
2025-03-13,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,86,24080.0,0
2025-03-14,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,83,23240.0,0
2025-03-15,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,91,25480.0,0
2025-03-16,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,83,23240.0,0
2025-03-17,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,63,17640.0,0
2025-03-18,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,71,19880.0,0
2025-03-19,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,67,18760.0,0
2025-03-20,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,57,15960.0,0
2025-03-21,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-03-22,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,73,20440.0,0
2025-03-23,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-03-24,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,60,16800.0,0
2025-03-25,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,68,19040.0,0
2025-03-26,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,74,20720.0,0
2025-03-27,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-03-28,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,71,19880.0,0
2025-03-29,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,135,37800.0,1
2025-03-30,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,101,28280.0,0
2025-03-31,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,80,22400.0,0
2025-04-01,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,79,22120.0,0
2025-04-02,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-04-03,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,87,24360.0,0
2025-04-04,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,83,23240.0,0
2025-04-05,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,101,28280.0,0
2025-04-06,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,95,26600.0,0
2025-04-07,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,79,22120.0,0
2025-04-08,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,83,23240.0,0
2025-04-09,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,73,20440.0,0
2025-04-10,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-04-11,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,82,22960.0,0
2025-04-12,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,97,27160.0,0
2025-04-13,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,87,24360.0,0
2025-04-14,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,66,18480.0,0
2025-04-15,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,67,18760.0,0
2025-04-16,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,66,18480.0,0
2025-04-17,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-04-18,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,68,19040.0,0
2025-04-19,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,75,21000.0,0
2025-04-20,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,78,21840.0,0
2025-04-21,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,73,20440.0,1
2025-04-22,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,66,18480.0,0
2025-04-23,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,60,16800.0,0
2025-04-24,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,66,18480.0,0
2025-04-25,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,74,20720.0,0
2025-04-26,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,84,23520.0,0
2025-04-27,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,86,24080.0,0
2025-04-28,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,74,20720.0,0
2025-04-29,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,71,19880.0,0
2025-04-30,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,81,22680.0,0
2025-05-01,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,85,23800.0,0
2025-05-02,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,86,24080.0,0
2025-05-03,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,94,26320.0,0
2025-05-04,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,94,26320.0,0
2025-05-05,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,89,24920.0,0
2025-05-06,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,78,21840.0,0
2025-05-07,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,80,22400.0,0
2025-05-08,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-05-09,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,71,19880.0,0
2025-05-10,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,81,22680.0,0
2025-05-11,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-05-12,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-05-13,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,66,18480.0,0
2025-05-14,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,57,15960.0,0
2025-05-15,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-05-16,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,63,17640.0,0
2025-05-17,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,74,20720.0,0
2025-05-18,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,82,22960.0,0
2025-05-19,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-05-20,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,65,18200.0,0
2025-05-21,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,64,17920.0,0
2025-05-22,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,65,18200.0,0
2025-05-23,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,72,20160.0,0
2025-05-24,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,87,24360.0,0
2025-05-25,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,85,23800.0,0
2025-05-26,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,76,21280.0,0
2025-05-27,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,82,22960.0,0
2025-05-28,STR-DEMO-01,SKU-D003,Atta 5kg,Grocery,280.0,84,23520.0,0
