date,store_id,sku_id,sku_name,category,unit_price,units_sold,revenue,promo_flag
2025-01-23,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,57,2565.0,0
2025-01-24,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,62,2790.0,0
2025-01-25,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,92,4140.0,1
2025-01-26,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,89,4005.0,1
2025-01-27,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,52,2340.0,0
2025-01-28,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,57,2565.0,0
2025-01-29,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,64,2880.0,0
2025-01-30,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-01-31,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,80,3600.0,0
2025-02-01,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,84,3780.0,0
2025-02-02,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,87,3915.0,0
2025-02-03,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,83,3735.0,0
2025-02-04,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,81,3645.0,0
2025-02-05,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,80,3600.0,0
2025-02-06,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,93,4185.0,0
2025-02-07,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,106,4770.0,1
2025-02-08,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,121,5445.0,1
2025-02-09,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,96,4320.0,0
2025-02-10,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,93,4185.0,0
2025-02-11,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,81,3645.0,0
2025-02-12,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,78,3510.0,0
2025-02-13,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,78,3510.0,0
2025-02-14,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,79,3555.0,0
2025-02-15,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,79,3555.0,0
2025-02-16,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,84,3780.0,0
2025-02-17,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,73,3285.0,0
2025-02-18,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,64,2880.0,0
2025-02-19,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,72,3240.0,0
2025-02-20,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,61,2745.0,0
2025-02-21,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,64,2880.0,0
2025-02-22,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,66,2970.0,0
2025-02-23,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,66,2970.0,0
2025-02-24,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,51,2295.0,0
2025-02-25,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,74,3330.0,1
2025-02-26,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,61,2745.0,0
2025-02-27,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,70,3150.0,0
2025-02-28,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-03-01,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,76,3420.0,0
2025-03-02,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,85,3825.0,0
2025-03-03,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,83,3735.0,0
2025-03-04,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,80,3600.0,0
2025-03-05,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,84,3780.0,0
2025-03-06,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,85,3825.0,0
2025-03-07,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,86,3870.0,0
2025-03-08,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,91,4095.0,0
2025-03-09,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,91,4095.0,0
2025-03-10,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,93,4185.0,0
2025-03-11,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,129,5805.0,1
2025-03-12,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,85,3825.0,0
2025-03-13,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,83,3735.0,0
2025-03-14,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,95,4275.0,1
2025-03-15,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,74,3330.0,0
2025-03-16,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,94,4230.0,0
2025-03-17,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-03-18,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,53,2385.0,0
2025-03-19,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,80,3600.0,0
2025-03-20,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,62,2790.0,0
2025-03-21,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,54,2430.0,0
2025-03-22,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,91,4095.0,1
2025-03-23,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-03-24,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,61,2745.0,0
2025-03-25,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,62,2790.0,0
2025-03-26,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,54,2430.0,0
2025-03-27,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,67,3015.0,0
2025-03-28,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,69,3105.0,0
2025-03-29,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,80,3600.0,0
2025-03-30,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,76,3420.0,0
2025-03-31,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,68,3060.0,0
2025-04-01,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,45.0,96,4320.0,1
