date,store_id,sku_id,sku_name,category,unit_price,units_sold,revenue,promo_flag,lag_1,lag_7,roll_7_mean,roll_7_std,dow,weekofyear
2025-03-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,32,24,30.428571428571427,3.2586880211286906,3,10
2025-03-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,35,26,31.0,2.6457513110645907,4,10
2025-03-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,30,27,31.571428571428573,1.9880595947760098,5,10
2025-03-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,47,117.03,1,31,31,33.857142857142854,6.12178000880385,6,10
2025-03-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,47,29,34.42857142857143,5.769377287516763,7,10
2025-03-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,38,94.62,0,33,33,35.142857142857146,5.871642911161278,1,10
2025-03-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,39,97.11,0,38,32,36.142857142857146,5.843188953205017,2,11
2025-03-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,39,35,36.0,5.8878405775518985,3,11
2025-03-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,34,30,35.57142857142857,6.477065767180457,4,11
2025-03-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,27,31,35.42857142857143,6.6044717895564995,5,11
2025-03-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,41,102.09,1,30,47,34.57142857142857,5.061526214398936,6,11
2025-03-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,38,94.62,0,41,33,35.285714285714285,5.154748157905347,7,11
2025-03-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,38,38,34.57142857142857,5.061526214398936,1,11
2025-03-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,33,39,32.57142857142857,5.740416444159862,2,12
2025-03-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,25,34,31.714285714285715,5.936168397046637,3,12
2025-03-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,28,27,31.857142857142858,5.814595756329395,4,12
2025-03-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,28,30,31.285714285714285,6.210590034081188,5,12
2025-03-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,26,41,28.857142857142858,4.980915960897534,6,12
2025-03-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,24,38,28.285714285714285,3.860668582611295,7,12
2025-03-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,34,33,27.857142857142858,3.387652649872841,1,12
2025-03-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,30,25,28.142857142857142,3.1847852585154217,2,13
2025-03-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,27,28,27.714285714285715,3.401680257083045,3,13
2025-03-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,25,28,27.142857142857142,3.6709931185158156,4,13
2025-03-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,24,26,27.0,3.7416573867739413,5,13
2025-03-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,25,24,27.0,3.7416573867739413,6,13
2025-03-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,24,34,27.0,3.7416573867739418,7,13
2025-03-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,34,30,27.142857142857142,3.8913824205360674,1,13
2025-03-31,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,32,79.68,0,31,27,27.857142857142858,4.29839394148448,2,14
2025-04-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,32,25,28.285714285714285,4.111540089159038,3,14
2025-04-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,28,24,29.285714285714285,3.728908942943218,4,14
2025-04-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,32,79.68,0,31,25,30.285714285714285,3.302235894778249,5,14
2025-04-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,32,24,30.857142857142858,2.1930626551751344,6,14
2025-04-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,42,104.58,0,28,34,32.0,4.725815626252608,7,14
2025-04-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,36,89.64,0,42,31,32.714285714285715,4.923220007078217,1,14
2025-04-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,36,32,32.42857142857143,5.028490259085154,2,15
2025-04-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,30,28,33.42857142857143,4.685336802448779,3,15
2025-04-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,35,31,33.857142857142854,4.561745697594706,4,15
2025-04-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,34,32,34.142857142857146,4.488079449258574,5,15
2025-04-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,34,28,34.857142857142854,3.670993118515816,6,15
2025-04-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,33,42,33.142857142857146,2.3401261667248785,7,15
2025-04-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,30,36,32.714285714285715,1.976047040118708,1,15
2025-04-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,33,30,32.57142857142857,2.2253945610567487,2,16
2025-04-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,29,35,32.285714285714285,1.9760470401187062,3,16
2025-04-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,33,34,31.714285714285715,1.9760470401187071,4,16
2025-04-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,30,34,31.142857142857142,1.7728105208558371,5,16
2025-04-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,30,33,30.285714285714285,2.1380899352993947,6,16
2025-04-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,32,79.68,0,27,30,30.571428571428573,2.2253945610567474,7,16
2025-04-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,32,33,30.0,1.9999999999999998,1,16
2025-04-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,29,29,29.428571428571427,2.760262237369416,2,17
2025-04-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,25,33,28.428571428571427,2.5071326821120357,3,17
2025-04-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,26,30,27.857142857142858,2.5448360411214073,4,17
2025-04-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,26,30,28.0,2.70801280154532,5,17
2025-04-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,31,27,27.571428571428573,3.1014589500826255,6,17
2025-04-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,24,32,26.571428571428573,2.5071326821120348,7,17
2025-04-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,25,29,26.714285714285715,2.690370836538197,1,17
2025-04-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,30,25,26.714285714285715,2.6903708365381975,2,18
2025-04-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,23,57.27,0,25,26,26.285714285714285,3.0394235042348465,3,18
2025-04-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,23,26,26.285714285714285,3.039423504234847,4,18
2025-05-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,26,31,26.857142857142858,4.220133150686576,5,18
2025-05-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,35,24,27.428571428571427,4.035556254807295,6,18
2025-05-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,28,25,28.142857142857142,3.9761191895520196,7,18
2025-05-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,42,104.58,0,30,30,29.857142857142858,6.618876325292973,1,18
2025-05-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,42,25,30.571428571428573,6.267831705280088,2,19
2025-05-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,56,139.44,1,30,23,35.285714285714285,10.562737740350679,3,19
2025-05-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,56,26,36.285714285714285,9.844021632684576,4,19
2025-05-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,39,97.11,0,33,35,36.857142857142854,9.873003113348567,5,19
2025-05-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,39,28,37.57142857142857,9.289010404005062,6,19
2025-05-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,39,97.11,0,33,30,38.857142857142854,8.668497975016036,7,19
2025-05-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,37,92.13,0,39,42,38.142857142857146,8.571825387640049,1,19
2025-05-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,44,109.56,1,37,30,40.142857142857146,7.967194642795572,2,20
2025-05-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,44,109.56,1,44,56,38.42857142857143,4.540820148282424,3,20
2025-05-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,44,33,38.42857142857143,4.540820148282424,4,20
2025-05-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,33,39,37.285714285714285,5.313952882562586,5,20
2025-05-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,31,33,36.857142857142854,5.814595756329395,6,20
2025-05-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,41,102.09,1,30,39,37.142857142857146,5.984105932344764,7,20
2025-05-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,41,37,36.285714285714285,6.421689437998014,1,20
2025-05-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,31,44,34.42857142857143,5.652643713553947,2,21
2025-05-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,25,62.25,0,31,44,31.714285714285715,4.785891965429424,3,21
2025-05-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,25,33,30.857142857142858,5.0473944244719435,4,21
2025-05-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,38,94.62,1,27,31,31.857142857142858,5.727959829601095,5,21
2025-05-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,38,30,31.285714285714285,6.129553700835696,6,21
2025-05-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,26,41,29.857142857142858,4.413183712037204,7,21
2025-05-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,31,31,29.142857142857142,4.59813626840888,1,21
2025-05-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,26,31,28.571428571428573,4.577377082170635,2,22
2025-05-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,27,25,28.714285714285715,4.46147530585589,3,22
2025-05-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,26,27,28.714285714285715,4.46147530585589,4,22
2025-05-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,27,38,27.714285714285715,2.288688541085318,5,22
2025-05-30,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,31,26,28.0,2.160246899469287,6,22
2025-05-31,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,28,31,28.428571428571427,2.9920529661723827,7,22
2025-06-01,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,34,26,28.857142857142858,2.794552524023087,1,22
2025-06-02,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,36,89.64,0,29,27,30.142857142857142,3.7161167647860336,2,23
2025-06-03,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,36,26,31.428571428571427,3.5989416433697485,3,23
2025-06-04,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,35,27,32.285714285714285,3.0394235042348465,4,23
2025-06-05,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,33,82.17,0,33,31,32.57142857142857,2.992052966172383,5,23
2025-06-06,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,33,28,33.57142857142857,2.2990681342044406,6,23
2025-06-07,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,42,104.58,0,35,34,34.714285714285715,3.946064947695181,7,23
2025-06-08,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,43,107.07,0,42,29,36.714285714285715,4.111540089159038,1,23
2025-06-09,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,36,89.64,0,43,36,36.714285714285715,4.111540089159037,2,24
2025-06-10,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,36,35,36.57142857142857,4.197504927816955,3,24
2025-06-11,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,36,89.64,0,34,33,37.0,3.9157800414902435,4,24
2025-06-12,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,36,33,37.142857142857146,3.7606990231680517,5,24
2025-06-13,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,32,79.68,0,34,35,36.714285714285715,4.191828786034632,6,24
2025-06-14,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,36,89.64,0,32,42,35.857142857142854,3.484660262185848,7,24
2025-06-15,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,35,87.15,0,36,43,34.714285714285715,1.4960264830861918,1,24
2025-06-16,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,35,36,33.714285714285715,2.497617912751115,2,25
2025-06-17,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,29,34,32.714285714285715,3.5456210417116747,3,25
2025-06-18,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,27,36,31.714285714285715,3.4503277967117723,4,25
2025-06-19,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,29,34,30.285714285714285,4.309458036856674,5,25
2025-06-20,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,24,59.76,0,24,32,29.142857142857142,4.81070235442364,6,25
2025-06-21,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,29,72.21,0,24,36,28.142857142857142,3.760699023168052,7,25
2025-06-22,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,30,74.7,0,29,35,27.428571428571427,2.5071326821120348,1,25
2025-06-23,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,26,64.74,0,30,29,27.0,2.449489742783178,2,26
2025-06-24,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,27,67.23,0,26,27,27.0,2.4494897427831774,3,26
2025-06-25,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,22,54.78,0,27,29,26.0,2.886751345948129,4,26
2025-06-26,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,28,69.72,0,22,24,26.571428571428573,2.819996622760558,5,26
2025-06-27,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,31,77.19,0,28,24,27.571428571428573,2.9920529661723823,6,26
2025-06-28,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,31,29,28.285714285714285,3.8606685826112943,7,26
2025-06-29,STR-BLR-01,SKU-1001,Organic Milk 1L,Dairy,2.49,34,84.66,0,34,30,28.857142857142858,4.4131837120372035,1,26
2025-01-01,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,68,135.32,0,0,0,68.0,0.0,4,1
2025-01-02,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,76,151.24,0,68,0,72.0,5.656854249492381,5,1
2025-01-03,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,86,171.14,0,76,0,76.66666666666667,9.018499505645789,6,1
2025-01-04,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,90,179.1,0,86,0,80.0,9.933109617167558,7,1
2025-01-05,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,88,175.12,0,90,0,81.6,9.316651759081692,1,1
2025-01-06,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,88,175.12,0,88,0,82.66666666666667,8.733078876700167,2,2
2025-01-07,STR-BLR-01,SKU-1002,Whole Wheat Bread,Bakery,1.99,88,175.12,0,88,0,83.42857142857143,8.223080178318074,3,2
